HORODATE;SOUS_PROFIL;CATEGORIE;COEFFICIENT_PREPARE;COEFFICIENT_AJUSTE;COEFFICIENT_DYNAMIQUE;INDIC_DISPERS_POIDS_DYN;INDIC_PRECISION_DYN
2024-07-21T22:00:00+02:00;RES1_BASE;Residentiel;1.0762;1.0762;0.917981722;100;100
2024-07-21T23:30:00+02:00;RES1_BASE;Residentiel;0.7691;0.7691;0.721955823;100;100
2024-07-22T11:30:00+02:00;RES1_BASE;Residentiel;1.1225;1.1225;0.908423655;100;100
2024-07-22T12:00:00+02:00;RES1_BASE;Residentiel;1.1329;1.1329;0.965981317;100;100
2024-07-22T15:30:00+02:00;RES1_BASE;Residentiel;0.8918;0.8918;0.795902024;100;100
2024-07-22T17:00:00+02:00;RES1_BASE;Residentiel;0.8936;0.8936;0.808859756;100;100
2024-07-22T19:00:00+02:00;RES1_BASE;Residentiel;1.1984;1.1984;1.074155279;100;100
2024-07-23T03:30:00+02:00;RES1_BASE;Residentiel;0.5189;0.5189;0.500331602;100;100
2024-07-23T06:30:00+02:00;RES1_BASE;Residentiel;0.6489;0.6489;0.577231399;100;100
2024-07-23T07:00:00+02:00;RES1_BASE;Residentiel;0.7444;0.7444;0.640204658;100;100
2024-07-23T08:30:00+02:00;RES1_BASE;Residentiel;0.8726;0.8726;0.747568213;100;100
2024-07-23T14:00:00+02:00;RES1_BASE;Residentiel;0.9604;0.9604;0.845044258;100;100
2024-07-23T15:00:00+02:00;RES1_BASE;Residentiel;0.9053;0.9053;0.801490378;100;100
2024-07-24T06:00:00+02:00;RES1_BASE;Residentiel;0.5815;0.5815;0.532651808;100;100
2024-07-24T07:00:00+02:00;RES1_BASE;Residentiel;0.7137;0.7137;0.625006399;100;100
2024-07-24T10:00:00+02:00;RES1_BASE;Residentiel;0.9392;0.9392;0.794007848;100;100
2024-07-24T17:00:00+02:00;RES1_BASE;Residentiel;0.8839;0.8839;0.813269105;100;100
2024-07-24T18:30:00+02:00;RES1_BASE;Residentiel;1.0489;1.0489;0.965713826;100;100
2024-07-24T19:30:00+02:00;RES1_BASE;Residentiel;1.2122;1.2122;1.079074929;100;100
2024-07-25T00:00:00+02:00;RES1_BASE;Residentiel;0.6997;0.6997;0.667037751;100;100
2024-07-25T00:30:00+02:00;RES1_BASE;Residentiel;0.633;0.633;0.613119176;100;100
2024-07-25T02:00:00+02:00;RES1_BASE;Residentiel;0.5491;0.5491;0.534184468;100;100
2024-07-25T12:00:00+02:00;RES1_BASE;Residentiel;1.0957;1.0957;0.94983198;100;100
2024-07-25T14:00:00+02:00;RES1_BASE;Residentiel;0.9477;0.9477;0.853152268;100;100
2024-07-25T14:30:00+02:00;RES1_BASE;Residentiel;0.8981;0.8981;0.832254307;100;100
2024-07-25T19:30:00+02:00;RES1_BASE;Residentiel;1.1941;1.1941;1.093704424;100;100
2024-07-25T20:00:00+02:00;RES1_BASE;Residentiel;1.1872;1.1872;1.075623587;100;100
2024-07-25T22:00:00+02:00;RES1_BASE;Residentiel;1.1043;1.1043;0.93404793;100;100
2024-07-26T11:30:00+02:00;RES1_BASE;Residentiel;1.0527;1.0527;0.929328744;100;100
2024-07-26T12:00:00+02:00;RES1_BASE;Residentiel;1.1093;1.1093;0.99881975;100;100
2024-07-26T12:30:00+02:00;RES1_BASE;Residentiel;1.087;1.087;0.998184453;100;100
2024-07-26T15:30:00+02:00;RES1_BASE;Residentiel;0.8854;0.8854;0.856754889;100;100
2024-07-26T17:30:00+02:00;RES1_BASE;Residentiel;0.912;0.912;0.895971474;100;100
2024-07-26T18:00:00+02:00;RES1_BASE;Residentiel;0.954;0.954;0.946696377;100;100
2024-07-26T20:00:00+02:00;RES1_BASE;Residentiel;1.1454;1.1454;1.060750316;100;100
2024-07-27T00:30:00+02:00;RES1_BASE;Residentiel;0.6634;0.6634;0.661371808;100;100
2024-07-27T19:00:00+02:00;RES1_BASE;Residentiel;1.1105;1.1105;1.036328309;100;100
2024-07-27T20:00:00+02:00;RES1_BASE;Residentiel;1.1088;1.1088;1.045633679;100;100
2024-07-27T20:30:00+02:00;RES1_BASE;Residentiel;1.1036;1.1036;1.019181429;100;100
2024-07-28T06:00:00+02:00;RES1_BASE;Residentiel;0.5283;0.5283;0.513249563;100;100
2024-07-28T08:30:00+02:00;RES1_BASE;Residentiel;0.8264;0.8264;0.766101017;100;100
2024-07-28T14:30:00+02:00;RES1_BASE;Residentiel;0.9755;0.9755;0.948189957;100;100
2024-07-28T20:00:00+02:00;RES1_BASE;Residentiel;1.1568;1.1568;1.089410166;100;100
2024-07-28T20:30:00+02:00;RES1_BASE;Residentiel;1.1281;1.1281;1.061052627;100;100
2024-07-28T21:30:00+02:00;RES1_BASE;Residentiel;1.1098;1.1098;1.004373346;100;100
2024-07-29T00:00:00+02:00;RES1_BASE;Residentiel;0.7066;0.7066;0.690008554;100;100
2024-07-29T03:00:00+02:00;RES1_BASE;Residentiel;0.5265;0.5265;0.519993392;100;100
2024-07-29T05:30:00+02:00;RES1_BASE;Residentiel;0.5377;0.5377;0.516859316;100;100
2024-07-29T10:00:00+02:00;RES1_BASE;Residentiel;0.9594;0.9594;0.834295726;100;100
2024-07-29T11:30:00+02:00;RES1_BASE;Residentiel;1.1161;1.1161;0.957054118;100;100
2024-07-29T17:30:00+02:00;RES1_BASE;Residentiel;0.9273;0.9273;0.921524186;100;100
2024-07-29T20:00:00+02:00;RES1_BASE;Residentiel;1.2131;1.2131;1.16816615;100;100
2024-07-29T22:00:00+02:00;RES1_BASE;Residentiel;1.0789;1.0789;1.004929417;100;100
2024-07-30T07:30:00+02:00;RES1_BASE;Residentiel;0.8032;0.8032;0.695286594;100;100
2024-07-30T08:30:00+02:00;RES1_BASE;Residentiel;0.8659;0.8659;0.758749028;100;100
2024-07-30T11:30:00+02:00;RES1_BASE;Residentiel;1.0667;1.0667;0.947887919;100;100
2024-07-30T16:30:00+02:00;RES1_BASE;Residentiel;0.8556;0.8556;0.928446632;100;100
2024-07-30T18:30:00+02:00;RES1_BASE;Residentiel;1.0753;1.0753;1.09817056;100;100
2024-07-31T00:30:00+02:00;RES1_BASE;Residentiel;0.6423;0.6423;0.711123978;100;100
2024-07-31T01:30:00+02:00;RES1_BASE;Residentiel;0.5709;0.5709;0.640426732;100;100
2024-07-31T07:30:00+02:00;RES1_BASE;Residentiel;0.8022;0.8022;0.713037481;100;100
2024-07-31T13:30:00+02:00;RES1_BASE;Residentiel;1.0121;1.0121;1.001905435;100;100
2024-07-31T14:30:00+02:00;RES1_BASE;Residentiel;0.9166;0.9166;0.966876603;100;100
2024-07-31T15:00:00+02:00;RES1_BASE;Residentiel;0.8917;0.8917;0.944013292;100;100
2024-07-31T16:30:00+02:00;RES1_BASE;Residentiel;0.8633;0.8633;0.956727563;100;100
2024-07-31T17:30:00+02:00;RES1_BASE;Residentiel;0.92;0.92;0.987472595;100;100
2024-07-31T20:00:00+02:00;RES1_BASE;Residentiel;1.2167;1.2167;1.197117576;100;100
2024-07-31T22:00:00+02:00;RES1_BASE;Residentiel;1.0851;1.0851;1.045303222;100;100
2024-07-01T01:30:00+02:00;RES1_BASE;Residentiel;0.5673;0.5673;0.524043158;100;100
2024-07-01T06:00:00+02:00;RES1_BASE;Residentiel;0.5992;0.5992;0.539338197;100;100
2024-07-01T10:30:00+02:00;RES1_BASE;Residentiel;0.9869;0.9869;0.800476996;100;100
2024-07-01T14:30:00+02:00;RES1_BASE;Residentiel;0.9462;0.9462;0.786581685;100;100
2024-07-01T17:30:00+02:00;RES1_BASE;Residentiel;0.9541;0.9541;0.84766081;100;100
2024-07-01T22:30:00+02:00;RES1_BASE;Residentiel;1.0019;1.0019;0.835746148;100;100
2024-07-02T05:00:00+02:00;RES1_BASE;Residentiel;0.5232;0.5232;0.466845422;100;100
2024-07-02T13:00:00+02:00;RES1_BASE;Residentiel;1.0361;1.0361;0.874590221;100;100
2024-07-02T16:30:00+02:00;RES1_BASE;Residentiel;0.84;0.84;0.758839899;100;100
2024-07-02T18:30:00+02:00;RES1_BASE;Residentiel;1.0858;1.0858;0.974073505;100;100
2024-07-02T19:30:00+02:00;RES1_BASE;Residentiel;1.2391;1.2391;1.104216186;100;100
2024-07-02T20:30:00+02:00;RES1_BASE;Residentiel;1.1988;1.1988;1.03538827;100;100
2024-07-02T21:30:00+02:00;RES1_BASE;Residentiel;1.1457;1.1457;0.935801318;100;100
2024-07-03T02:30:00+02:00;RES1_BASE;Residentiel;0.5242;0.5242;0.482906701;100;100
2024-07-03T04:30:00+02:00;RES1_BASE;Residentiel;0.4991;0.4991;0.456045073;100;100
2024-07-03T05:30:00+02:00;RES1_BASE;Residentiel;0.5372;0.5372;0.483261834;100;100
2024-07-03T11:30:00+02:00;RES1_BASE;Residentiel;1.083;1.083;0.907794286;100;100
2024-07-03T14:30:00+02:00;RES1_BASE;Residentiel;0.9109;0.9109;0.798630048;100;100
2024-07-03T17:00:00+02:00;RES1_BASE;Residentiel;0.8841;0.8841;0.789941502;100;100
2024-07-03T18:30:00+02:00;RES1_BASE;Residentiel;1.0865;1.0865;1.004009082;100;100
2024-07-03T23:30:00+02:00;RES1_BASE;Residentiel;0.7751;0.7751;0.683743875;100;100
2024-07-04T01:00:00+02:00;RES1_BASE;Residentiel;0.5853;0.5853;0.538182048;100;100
2024-07-04T09:00:00+02:00;RES1_BASE;Residentiel;0.8918;0.8918;0.770483777;100;100
2024-07-04T13:00:00+02:00;RES1_BASE;Residentiel;1.0351;1.0351;0.855071265;100;100
2024-07-04T16:00:00+02:00;RES1_BASE;Residentiel;0.8357;0.8357;0.732045639;100;100
2024-07-04T18:00:00+02:00;RES1_BASE;Residentiel;0.9841;0.9841;0.869767745;100;100
2024-07-04T23:30:00+02:00;RES1_BASE;Residentiel;0.7675;0.7675;0.693562239;100;100
2024-07-05T01:00:00+02:00;RES1_BASE;Residentiel;0.5836;0.5836;0.551745302;100;100
2024-07-05T02:00:00+02:00;RES1_BASE;Residentiel;0.5456;0.5456;0.499450712;100;100
2024-07-05T07:30:00+02:00;RES1_BASE;Residentiel;0.8961;0.8961;0.700632917;100;100
2024-07-05T12:30:00+02:00;RES1_BASE;Residentiel;1.0903;1.0903;0.927384384;100;100
2024-07-05T13:30:00+02:00;RES1_BASE;Residentiel;1.0135;1.0135;0.864650028;100;100
2024-07-05T14:00:00+02:00;RES1_BASE;Residentiel;0.9746;0.9746;0.832810707;100;100
2024-07-06T03:00:00+02:00;RES1_BASE;Residentiel;0.5365;0.5365;0.491165659;100;100
2024-07-06T04:30:00+02:00;RES1_BASE;Residentiel;0.5111;0.5111;0.470650834;100;100
2024-07-06T06:30:00+02:00;RES1_BASE;Residentiel;0.5994;0.5994;0.528071792;100;100
2024-07-06T08:30:00+02:00;RES1_BASE;Residentiel;0.9166;0.9166;0.754215284;100;100
2024-07-06T09:00:00+02:00;RES1_BASE;Residentiel;0.9384;0.9384;0.803565034;100;100
2024-07-06T11:30:00+02:00;RES1_BASE;Residentiel;1.1673;1.1673;1.017967802;100;100
2024-07-06T14:00:00+02:00;RES1_BASE;Residentiel;1.0433;1.0433;0.921389272;100;100
2024-07-06T16:00:00+02:00;RES1_BASE;Residentiel;0.9384;0.9384;0.838063808;100;100
2024-07-06T18:00:00+02:00;RES1_BASE;Residentiel;0.9541;0.9541;0.879284251;100;100
2024-07-06T18:30:00+02:00;RES1_BASE;Residentiel;1.0363;1.0363;0.923517237;100;100
2024-07-06T21:30:00+02:00;RES1_BASE;Residentiel;1.0668;1.0668;0.918183438;100;100
2024-07-06T23:30:00+02:00;RES1_BASE;Residentiel;0.81;0.81;0.695998617;100;100
2024-07-07T00:30:00+02:00;RES1_BASE;Residentiel;0.6792;0.6792;0.598613394;100;100
2024-07-07T05:00:00+02:00;RES1_BASE;Residentiel;0.5168;0.5168;0.45708548;100;100
2024-07-07T15:00:00+02:00;RES1_BASE;Residentiel;0.9807;0.9807;0.867390353;100;100
2024-07-07T21:00:00+02:00;RES1_BASE;Residentiel;1.1548;1.1548;0.993420448;100;100
2024-07-08T05:00:00+02:00;RES1_BASE;Residentiel;0.5296;0.5296;0.468045336;100;100
2024-07-08T05:30:00+02:00;RES1_BASE;Residentiel;0.5527;0.5527;0.486077881;100;100
2024-07-08T08:30:00+02:00;RES1_BASE;Residentiel;0.9214;0.9214;0.752970555;100;100
2024-07-08T18:00:00+02:00;RES1_BASE;Residentiel;1.0281;1.0281;0.89310394;100;100
2024-07-08T22:00:00+02:00;RES1_BASE;Residentiel;1.1152;1.1152;0.90268444;100;100
2024-07-09T03:30:00+02:00;RES1_BASE;Residentiel;0.5171;0.5171;0.469774318;100;100
2024-07-09T07:30:00+02:00;RES1_BASE;Residentiel;0.865;0.865;0.687706588;100;100
2024-07-09T08:30:00+02:00;RES1_BASE;Residentiel;0.8952;0.8952;0.74918232;100;100
2024-07-09T10:30:00+02:00;RES1_BASE;Residentiel;0.9315;0.9315;0.803385444;100;100
2024-07-09T11:00:00+02:00;RES1_BASE;Residentiel;0.991;0.991;0.828565135;100;100
2024-07-09T13:30:00+02:00;RES1_BASE;Residentiel;0.9971;0.9971;0.851844812;100;100
2024-07-09T20:00:00+02:00;RES1_BASE;Residentiel;1.2103;1.2103;1.099765718;100;100
2024-07-10T01:00:00+02:00;RES1_BASE;Residentiel;0.5836;0.5836;0.572190191;100;100
2024-07-10T08:30:00+02:00;RES1_BASE;Residentiel;0.9224;0.9224;0.746120483;100;100
2024-07-10T13:00:00+02:00;RES1_BASE;Residentiel;1.0561;1.0561;0.908484503;100;100
2024-07-10T20:00:00+02:00;RES1_BASE;Residentiel;1.2177;1.2177;1.101241197;100;100
2024-07-11T01:00:00+02:00;RES1_BASE;Residentiel;0.5873;0.5873;0.573153735;100;100
2024-07-11T03:00:00+02:00;RES1_BASE;Residentiel;0.539;0.539;0.498227257;100;100
2024-07-11T03:30:00+02:00;RES1_BASE;Residentiel;0.5183;0.5183;0.495001462;100;100
2024-07-11T13:00:00+02:00;RES1_BASE;Residentiel;1.0375;1.0375;0.910157064;100;100
2024-07-11T18:30:00+02:00;RES1_BASE;Residentiel;1.0823;1.0823;1.012428031;100;100
2024-07-11T22:30:00+02:00;RES1_BASE;Residentiel;1.003;1.003;0.869142202;100;100
2024-07-01T11:00:00+02:00;RES1_BASE;Residentiel;1.0373;1.0373;0.817919604;100;100
2024-07-01T11:30:00+02:00;RES1_BASE;Residentiel;1.109;1.109;0.911931281;100;100
2024-07-01T21:00:00+02:00;RES1_BASE;Residentiel;1.2152;1.2152;1.008154894;100;100
2024-07-02T04:00:00+02:00;RES1_BASE;Residentiel;0.5086;0.5086;0.46020384;100;100
2024-07-02T05:30:00+02:00;RES1_BASE;Residentiel;0.5386;0.5386;0.486377873;100;100
2024-07-02T08:00:00+02:00;RES1_BASE;Residentiel;0.9248;0.9248;0.724207474;100;100
2024-07-02T09:30:00+02:00;RES1_BASE;Residentiel;0.9085;0.9085;0.741576729;100;100
2024-07-02T14:00:00+02:00;RES1_BASE;Residentiel;0.9334;0.9334;0.804426574;100;100
2024-07-02T16:00:00+02:00;RES1_BASE;Residentiel;0.8512;0.8512;0.742353743;100;100
2024-07-02T23:00:00+02:00;RES1_BASE;Residentiel;0.8674;0.8674;0.745116398;100;100
2024-07-03T05:00:00+02:00;RES1_BASE;Residentiel;0.5121;0.5121;0.472494732;100;100
2024-07-03T07:30:00+02:00;RES1_BASE;Residentiel;0.8512;0.8512;0.689961593;100;100
2024-07-03T08:00:00+02:00;RES1_BASE;Residentiel;0.9135;0.9135;0.722952009;100;100
2024-07-03T10:30:00+02:00;RES1_BASE;Residentiel;0.9757;0.9757;0.793976396;100;100
2024-07-03T15:30:00+02:00;RES1_BASE;Residentiel;0.8728;0.8728;0.757340779;100;100
2024-07-03T18:00:00+02:00;RES1_BASE;Residentiel;0.9939;0.9939;0.89335857;100;100
2024-07-03T21:30:00+02:00;RES1_BASE;Residentiel;1.1462;1.1462;0.941287634;100;100
2024-07-03T22:00:00+02:00;RES1_BASE;Residentiel;1.0934;1.0934;0.888609199;100;100
2024-07-04T02:00:00+02:00;RES1_BASE;Residentiel;0.5439;0.5439;0.493491283;100;100
2024-07-04T04:00:00+02:00;RES1_BASE;Residentiel;0.5128;0.5128;0.453560018;100;100
2024-07-04T06:30:00+02:00;RES1_BASE;Residentiel;0.6759;0.6759;0.579021202;100;100
2024-07-04T10:00:00+02:00;RES1_BASE;Residentiel;0.8875;0.8875;0.753311406;100;100
2024-07-04T11:00:00+02:00;RES1_BASE;Residentiel;0.9634;0.9634;0.804669178;100;100
2024-07-04T11:30:00+02:00;RES1_BASE;Residentiel;1.0316;1.0316;0.871819592;100;100
2024-07-04T12:00:00+02:00;RES1_BASE;Residentiel;1.1059;1.1059;0.908946084;100;100
2024-07-04T15:00:00+02:00;RES1_BASE;Residentiel;0.8814;0.8814;0.733417564;100;100
2024-07-04T18:30:00+02:00;RES1_BASE;Residentiel;1.0903;1.0903;0.952831894;100;100
2024-07-04T19:00:00+02:00;RES1_BASE;Residentiel;1.1784;1.1784;1.047462659;100;100
2024-07-04T19:30:00+02:00;RES1_BASE;Residentiel;1.2276;1.2276;1.097482484;100;100
2024-07-04T22:30:00+02:00;RES1_BASE;Residentiel;1.0066;1.0066;0.836847506;100;100
2024-07-05T00:00:00+02:00;RES1_BASE;Residentiel;0.6906;0.6906;0.643917479;100;100
2024-07-05T04:00:00+02:00;RES1_BASE;Residentiel;0.5145;0.5145;0.46009053;100;100
2024-07-05T10:00:00+02:00;RES1_BASE;Residentiel;0.9211;0.9211;0.781859886;100;100
2024-07-05T10:30:00+02:00;RES1_BASE;Residentiel;0.9462;0.9462;0.789726409;100;100
2024-07-05T18:30:00+02:00;RES1_BASE;Residentiel;1.048;1.048;0.964296079;100;100
2024-07-05T22:00:00+02:00;RES1_BASE;Residentiel;1.0791;1.0791;0.893669616;100;100
2024-07-05T22:30:00+02:00;RES1_BASE;Residentiel;0.998;0.998;0.842901589;100;100
2024-07-06T05:30:00+02:00;RES1_BASE;Residentiel;0.5242;0.5242;0.485191267;100;100
2024-07-06T13:00:00+02:00;RES1_BASE;Residentiel;1.1464;1.1464;1.024026121;100;100
2024-07-06T19:00:00+02:00;RES1_BASE;Residentiel;1.0983;1.0983;0.997540943;100;100
2024-07-06T19:30:00+02:00;RES1_BASE;Residentiel;1.1228;1.1228;1.033088514;100;100
2024-07-06T20:00:00+02:00;RES1_BASE;Residentiel;1.1123;1.1123;1.038756041;100;100
2024-07-06T20:30:00+02:00;RES1_BASE;Residentiel;1.1088;1.1088;0.981843203;100;100
2024-07-07T02:30:00+02:00;RES1_BASE;Residentiel;0.5572;0.5572;0.485316166;100;100
2024-07-07T09:00:00+02:00;RES1_BASE;Residentiel;0.9664;0.9664;0.822039308;100;100
2024-07-07T10:30:00+02:00;RES1_BASE;Residentiel;1.1494;1.1494;0.953503455;100;100
2024-07-07T16:30:00+02:00;RES1_BASE;Residentiel;0.9314;0.9314;0.840052316;100;100
2024-07-08T06:00:00+02:00;RES1_BASE;Residentiel;0.6033;0.6033;0.520434708;100;100
2024-07-08T07:30:00+02:00;RES1_BASE;Residentiel;0.8788;0.8788;0.683440646;100;100
2024-07-08T10:00:00+02:00;RES1_BASE;Residentiel;0.9845;0.9845;0.79595121;100;100
2024-07-08T12:00:00+02:00;RES1_BASE;Residentiel;1.1463;1.1463;0.965050757;100;100
2024-07-08T16:30:00+02:00;RES1_BASE;Residentiel;0.8921;0.8921;0.770086972;100;100
2024-07-08T17:00:00+02:00;RES1_BASE;Residentiel;0.9197;0.9197;0.781058067;100;100
2024-07-09T00:00:00+02:00;RES1_BASE;Residentiel;0.6915;0.6915;0.639416778;100;100
2024-07-09T06:00:00+02:00;RES1_BASE;Residentiel;0.5913;0.5913;0.527585288;100;100
2024-07-09T06:30:00+02:00;RES1_BASE;Residentiel;0.6665;0.6665;0.569035003;100;100
2024-07-09T18:30:00+02:00;RES1_BASE;Residentiel;1.0946;1.0946;0.99088872;100;100
2024-07-09T20:30:00+02:00;RES1_BASE;Residentiel;1.1982;1.1982;1.059433964;100;100
2024-07-09T21:30:00+02:00;RES1_BASE;Residentiel;1.1551;1.1551;0.958407446;100;100
2024-07-09T22:30:00+02:00;RES1_BASE;Residentiel;0.9893;0.9893;0.8511094;100;100
2024-07-10T03:30:00+02:00;RES1_BASE;Residentiel;0.5107;0.5107;0.484161183;100;100
2024-07-10T05:30:00+02:00;RES1_BASE;Residentiel;0.5393;0.5393;0.497755758;100;100
2024-07-10T09:30:00+02:00;RES1_BASE;Residentiel;0.9475;0.9475;0.762920045;100;100
2024-07-10T17:30:00+02:00;RES1_BASE;Residentiel;0.9328;0.9328;0.842401506;100;100
2024-07-10T22:00:00+02:00;RES1_BASE;Residentiel;1.0917;1.0917;0.948536858;100;100
2024-07-11T00:30:00+02:00;RES1_BASE;Residentiel;0.6321;0.6321;0.61254051;100;100
2024-07-11T01:30:00+02:00;RES1_BASE;Residentiel;0.564;0.564;0.545193303;100;100
2024-07-11T02:30:00+02:00;RES1_BASE;Residentiel;0.5381;0.5381;0.514912034;100;100
2024-07-11T08:30:00+02:00;RES1_BASE;Residentiel;0.9004;0.9004;0.755199369;100;100
2024-07-11T18:00:00+02:00;RES1_BASE;Residentiel;0.984;0.984;0.907406708;100;100
2024-07-11T19:30:00+02:00;RES1_BASE;Residentiel;1.2212;1.2212;1.126414375;100;100
2024-07-11T20:00:00+02:00;RES1_BASE;Residentiel;1.2005;1.2005;1.112244733;100;100
2024-07-11T21:30:00+02:00;RES1_BASE;Residentiel;1.1712;1.1712;0.975800848;100;100
2024-07-12T00:00:00+02:00;RES1_BASE;Residentiel;0.6965;0.6965;0.670022488;100;100
2024-07-12T01:00:00+02:00;RES1_BASE;Residentiel;0.5894;0.5894;0.584381294;100;100
2024-07-12T02:00:00+02:00;RES1_BASE;Residentiel;0.5496;0.5496;0.536877531;100;100
2024-07-12T03:00:00+02:00;RES1_BASE;Residentiel;0.5358;0.5358;0.513004655;100;100
2024-07-12T05:30:00+02:00;RES1_BASE;Residentiel;0.5392;0.5392;0.502980208;100;100
2024-07-12T08:00:00+02:00;RES1_BASE;Residentiel;0.9108;0.9108;0.724066276;100;100
2024-07-12T20:30:00+02:00;RES1_BASE;Residentiel;1.1649;1.1649;1.006397041;100;100
2024-07-13T05:30:00+02:00;RES1_BASE;Residentiel;0.5232;0.5232;0.482414648;100;100
2024-07-13T18:00:00+02:00;RES1_BASE;Residentiel;0.9587;0.9587;0.867622039;100;100
2024-07-13T20:00:00+02:00;RES1_BASE;Residentiel;1.1002;1.1002;0.975672713;100;100
2024-07-13T20:30:00+02:00;RES1_BASE;Residentiel;1.0984;1.0984;0.9425352;100;100
2024-07-13T21:00:00+02:00;RES1_BASE;Residentiel;1.0724;1.0724;0.906373626;100;100
2024-07-14T02:00:00+02:00;RES1_BASE;Residentiel;0.5755;0.5755;0.520987564;100;100
2024-07-14T04:00:00+02:00;RES1_BASE;Residentiel;0.5212;0.5212;0.47261958;100;100
2024-07-14T07:00:00+02:00;RES1_BASE;Residentiel;0.6182;0.6182;0.544774593;100;100
2024-07-14T08:00:00+02:00;RES1_BASE;Residentiel;0.7898;0.7898;0.654495622;100;100
2024-07-14T12:30:00+02:00;RES1_BASE;Residentiel;1.2079;1.2079;1.102059484;100;100
2024-07-14T13:00:00+02:00;RES1_BASE;Residentiel;1.1474;1.1474;1.041659516;100;100
2024-07-14T17:00:00+02:00;RES1_BASE;Residentiel;0.9295;0.9295;0.856499445;100;100
2024-07-14T18:00:00+02:00;RES1_BASE;Residentiel;0.9935;0.9935;0.895263213;100;100
2024-07-14T21:00:00+02:00;RES1_BASE;Residentiel;1.1394;1.1394;0.964663669;100;100
2024-07-15T02:30:00+02:00;RES1_BASE;Residentiel;0.5307;0.5307;0.496975599;100;100
2024-07-15T04:00:00+02:00;RES1_BASE;Residentiel;0.5132;0.5132;0.476432576;100;100
2024-07-15T06:30:00+02:00;RES1_BASE;Residentiel;0.6542;0.6542;0.556991523;100;100
2024-07-15T07:30:00+02:00;RES1_BASE;Residentiel;0.8478;0.8478;0.657610756;100;100
2024-07-15T09:30:00+02:00;RES1_BASE;Residentiel;0.9371;0.9371;0.774342289;100;100
2024-07-15T13:00:00+02:00;RES1_BASE;Residentiel;1.065;1.065;0.925806763;100;100
2024-07-16T00:30:00+02:00;RES1_BASE;Residentiel;0.6235;0.6235;0.60135735;100;100
2024-07-16T04:30:00+02:00;RES1_BASE;Residentiel;0.5185;0.5185;0.482445379;100;100
2024-07-16T08:30:00+02:00;RES1_BASE;Residentiel;0.8871;0.8871;0.721705404;100;100
2024-07-16T09:00:00+02:00;RES1_BASE;Residentiel;0.9105;0.9105;0.746616519;100;100
2024-07-16T10:00:00+02:00;RES1_BASE;Residentiel;0.9244;0.9244;0.774007658;100;100
2024-07-16T10:30:00+02:00;RES1_BASE;Residentiel;0.9408;0.9408;0.795202482;100;100
2024-07-16T13:30:00+02:00;RES1_BASE;Residentiel;1.0119;1.0119;0.8574196;100;100
2024-07-16T15:30:00+02:00;RES1_BASE;Residentiel;0.8836;0.8836;0.786828554;100;100
2024-07-16T16:00:00+02:00;RES1_BASE;Residentiel;0.8541;0.8541;0.778359031;100;100
2024-07-16T19:00:00+02:00;RES1_BASE;Residentiel;1.1706;1.1706;1.064100296;100;100
2024-07-16T19:30:00+02:00;RES1_BASE;Residentiel;1.2287;1.2287;1.09974815;100;100
2024-07-17T00:00:00+02:00;RES1_BASE;Residentiel;0.689;0.689;0.636693893;100;100
2024-07-17T02:30:00+02:00;RES1_BASE;Residentiel;0.5361;0.5361;0.497483716;100;100
2024-07-17T11:00:00+02:00;RES1_BASE;Residentiel;1.0296;1.0296;0.820902186;100;100
2024-07-17T15:00:00+02:00;RES1_BASE;Residentiel;0.901;0.901;0.781062399;100;100
2024-07-17T16:30:00+02:00;RES1_BASE;Residentiel;0.8706;0.8706;0.781332643;100;100
2024-07-18T00:30:00+02:00;RES1_BASE;Residentiel;0.6337;0.6337;0.600626532;100;100
2024-07-18T01:30:00+02:00;RES1_BASE;Residentiel;0.5683;0.5683;0.547078361;100;100
2024-07-18T05:30:00+02:00;RES1_BASE;Residentiel;0.5433;0.5433;0.489753318;100;100
2024-07-18T13:30:00+02:00;RES1_BASE;Residentiel;1.0049;1.0049;0.875558833;100;100
2024-07-18T15:00:00+02:00;RES1_BASE;Residentiel;0.8903;0.8903;0.80936919;100;100
2024-07-18T21:00:00+02:00;RES1_BASE;Residentiel;1.1831;1.1831;0.997807877;100;100
2024-07-18T21:30:00+02:00;RES1_BASE;Residentiel;1.1676;1.1676;0.966624052;100;100
2024-07-18T22:00:00+02:00;RES1_BASE;Residentiel;1.1133;1.1133;0.938446973;100;100
2024-07-18T22:30:00+02:00;RES1_BASE;Residentiel;1.0014;1.0014;0.882063947;100;100
2024-07-19T03:00:00+02:00;RES1_BASE;Residentiel;0.5378;0.5378;0.518319636;100;100
2024-07-19T09:00:00+02:00;RES1_BASE;Residentiel;0.9024;0.9024;0.780419545;100;100
2024-07-19T09:30:00+02:00;RES1_BASE;Residentiel;0.9145;0.9145;0.798526694;100;100
2024-07-19T11:30:00+02:00;RES1_BASE;Residentiel;1.0481;1.0481;0.928401012;100;100
2024-07-19T14:00:00+02:00;RES1_BASE;Residentiel;0.9878;0.9878;0.88550087;100;100
2024-07-19T19:30:00+02:00;RES1_BASE;Residentiel;1.1593;1.1593;1.064270741;100;100
2024-07-19T20:00:00+02:00;RES1_BASE;Residentiel;1.1533;1.1533;1.067009462;100;100
2024-07-19T22:30:00+02:00;RES1_BASE;Residentiel;0.9938;0.9938;0.886683778;100;100
2024-07-19T23:30:00+02:00;RES1_BASE;Residentiel;0.8085;0.8085;0.769756074;100;100
